id,name,address,location,area,price,tenure_of_stay,is_vacant,priority,image_url
403,Patricia Taylor,3515 5th Ave Apt 25,"San Diego, CA",3027,789330.43,Lease (12 months),False,Low,https://picsum.photos/seed/house403/400/300
404,Jessica Lee,4995 Lincoln Dr Unit 2,"New York, NY",912,135259.43,1 month,True,High,https://picsum.photos/seed/house404/400/300
405,Charles Brown,6584 Sunset Blvd Unit 2,"Columbus, OH",2396,593106.91,3 months,True,Low,https://picsum.photos/seed/house405/400/300
406,Robert Perez,5644 Oak Ave Unit 12,"San Francisco, CA",2646,717327.08,1 year,False,Featured,https://picsum.photos/seed/house406/400/300
407,Betty Lee,5790 Church St Unit 1,"Tampa, FL",1917,491938.76,1 month,False,Medium,https://picsum.photos/seed/house407/400/300
408,Sarah Martinez,8992 5th Ave,"Atlanta, GA",1874,312540.83,Lease (12 months),True,Low,https://picsum.photos/seed/house408/400/300
409,John Anderson,4944 Park Ave Apt 35,"Austin, TX",3063,641785.32,1 month,False,High,https://picsum.photos/seed/house409/400/300
410,Anthony Martin,4012 Broadway Apt 5,"New York, NY",2596,651894.18,6 months,False,Low,https://picsum.photos/seed/house410/400/300
411,Susan Lee,5376 Cedar Blvd Unit 17,"Houston, TX",629,175032.91,1 month,True,Low,https://picsum.photos/seed/house411/400/300
412,Michael Brown,621 River Rd Unit 17,"Portland, OR",2867,429125.51,3 months,True,High,https://picsum.photos/seed/house412/400/300
413,Michael Lee,8151 Pine Rd Apt 30,"Atlanta, GA",2153,611714.3,1 month,False,Low,https://picsum.photos/seed/house413/400/300
414,Mary White,1253 Main St Unit 7,"Los Angeles, CA",864,227499.39,1 year,True,Medium,https://picsum.photos/seed/house414/400/300
415,Linda Jackson,3031 Hillcrest Dr Unit 14,"Los Angeles, CA",3065,690788.4,5 years,True,Low,https://picsum.photos/seed/house415/400/300
416,Jennifer Moore,6679 2nd St Unit 6,"Phoenix, AZ",2264,702912.22,Lease (12 months),False,High,https://picsum.photos/seed/house416/400/300
417,Susan Lee,7154 Broadway Unit 8,"Atlanta, GA",1326,239731.51,2 years,False,Featured,https://picsum.photos/seed/house417/400/300
418,Joseph Gonzalez,103 Oak Ave,"Boulder, CO",1003,320477.05,2 years,True,Low,https://picsum.photos/seed/house418/400/300
419,David Smith,4621 Hillcrest Dr Unit 18,"Salt Lake City, UT",2791,346260.79,3 years,True,Low,https://picsum.photos/seed/house419/400/300
420,Barbara Jackson,4193 Sunset Blvd,"Savannah, GA",2087,460335.61,3 months,False,Low,https://picsum.photos/seed/house420/400/300
421,Jessica Garcia,8099 Cedar Blvd,"Nashville, TN",2810,510095.69,3 years,False,High,https://picsum.photos/seed/house421/400/300
422,Susan Wilson,2074 Sunset Blvd Unit 1,"Charlotte, NC",3039,541952.58,1 month,False,Medium,https://picsum.photos/seed/house422/400/300
423,John Hernandez,8331 Sunset Blvd Unit 2,"Nashville, TN",2059,655222.33,Lease (12 months),True,Low,https://picsum.photos/seed/house423/400/300
424,Elizabeth Gonzalez,2525 Elm St Apt 22,"Savannah, GA",651,140916.02,5 years,False,Medium,https://picsum.photos/seed/house424/400/300
425,Matthew Jones,2309 5th Ave Apt 36,"Tampa, FL",3121,697231.66,Lease (12 months),True,Low,https://picsum.photos/seed/house425/400/300
426,William Wilson,5398 Pine Rd Apt 8,"Orlando, FL",1876,252923.01,1 month,False,Low,https://picsum.photos/seed/house426/400/300
427,Barbara Martin,7345 Elm St,"New York, NY",1981,258934.01,3 months,True,Medium,https://picsum.photos/seed/house427/400/300
428,Linda Martin,2519 Main St Unit 11,"Columbus, OH",905,149384.13,3 years,True,Medium,https://picsum.photos/seed/house428/400/300
429,Michael Miller,9052 2nd St Apt 17,"Phoenix, AZ",1028,265227.83,5 years,False,High,https://picsum.photos/seed/house429/400/300
430,Thomas Johnson,4285 Washington Ave,"Columbus, OH",2981,458587.92,1 month,True,Low,https://picsum.photos/seed/house430/400/300
431,William Perez,6001 Cedar Blvd Unit 10,"Tampa, FL",1396,445402.7,3 months,False,Medium,https://picsum.photos/seed/house431/400/300
432,Karen Moore,1542 Washington Ave Apt 13,"Atlanta, GA",538,66784.36,2 years,False,Medium,https://picsum.photos/seed/house432/400/300
433,Lisa Garcia,401 Highland Dr Unit 12,"Springfield, IL",1417,466706.3,2 years,True,Medium,https://picsum.photos/seed/house433/400/300
434,Donald Gonzalez,582 Hillcrest Dr,"Miami, FL",2059,493169.07,5 years,False,Featured,https://picsum.photos/seed/house434/400/300
435,Karen Lee,3826 Lake St,"Seattle, WA",1729,518970.17,Lease (12 months),True,Low,https://picsum.photos/seed/house435/400/300
436,John Jackson,8969 Lincoln Dr Unit 10,"Portland, OR",2595,780023.79,6 months,False,High,https://picsum.photos/seed/house436/400/300
437,Sandra Garcia,5301 Pine Rd Unit 18,"Los Angeles, CA",1204,208901.89,1 month,False,High,https://picsum.photos/seed/house437/400/300
438,Susan Wilson,5070 Church St,"Los Angeles, CA",988,141150.74,2 years,False,Medium,https://picsum.photos/seed/house438/400/300
439,Linda Martin,3904 Sunset Blvd,"Portland, OR",2402,302180.26,Month-to-month,False,Medium,https://picsum.photos/seed/house439/400/300
440,Jennifer Gonzalez,8151 5th Ave,"Buffalo, NY",582,121450.05,2 years,False,Low,https://picsum.photos/seed/house440/400/300
441,Nancy Miller,3451 Pine Rd Unit 15,"Denver, CO",1780,527809.38,5 years,False,High,https://picsum.photos/seed/house441/400/300
442,Karen White,6332 Broadway Unit 20,"Savannah, GA",2882,622606.49,1 month,False,Low,https://picsum.photos/seed/house442/400/300
443,Joseph Johnson,4125 2nd St Unit 13,"Dallas, TX",2734,499966.71,1 month,True,Low,https://picsum.photos/seed/house443/400/300
444,Richard Martinez,4784 Church St Apt 11,"Phoenix, AZ",673,180441.33,Month-to-month,False,Medium,https://picsum.photos/seed/house444/400/300
445,Lisa Taylor,1954 Washington Ave,"Tampa, FL",2143,347798.9,Month-to-month,False,High,https://picsum.photos/seed/house445/400/300
446,Donald Miller,7549 Pine Rd Unit 11,"Tucson, AZ",1121,283579.44,3 months,False,Medium,https://picsum.photos/seed/house446/400/300
447,Barbara Williams,8682 River Rd,"Tampa, FL",2704,490432.32,3 years,False,High,https://picsum.photos/seed/house447/400/300
448,Margaret Jones,2756 Elm St Apt 12,"Springfield, IL",1717,457097.5,2 years,False,Low,https://picsum.photos/seed/house448/400/300
449,Donald Jones,3423 Maple St,"Spokane, WA",2488,719290.45,1 month,False,High,https://picsum.photos/seed/house449/400/300
450,Linda Miller,9747 5th Ave Apt 30,"Houston, TX",2912,663898.65,Lease (12 months),False,Medium,https://picsum.photos/seed/house450/400/300
451,Sarah Miller,901 Washington Ave Unit 2,"Orlando, FL",600,69710.31,2 years,False,High,https://picsum.photos/seed/house451/400/300
452,Mary Brown,6931 Washington Ave Unit 10,"Boston, MA",2886,645853.28,Month-to-month,False,Medium,https://picsum.photos/seed/house452/400/300
453,Sandra Johnson,1625 Main St Apt 21,"Detroit, MI",727,204115.28,3 months,False,Medium,https://picsum.photos/seed/house453/400/300
454,Patricia Thompson,4596 Broadway Unit 14,"New York, NY",1306,298574.75,Lease (12 months),True,Medium,https://picsum.photos/seed/house454/400/300
455,Matthew Martin,4805 Lake St Apt 39,"Boulder, CO",2805,896467.02,6 months,False,Medium,https://picsum.photos/seed/house455/400/300
456,Thomas White,8254 5th Ave,"Portland, OR",1639,511692.38,1 month,False,Medium,https://picsum.photos/seed/house456/400/300
457,Patricia White,3496 Lake St Apt 27,"Orlando, FL",2745,755192.33,1 year,False,Low,https://picsum.photos/seed/house457/400/300
458,Betty Williams,5142 Main St Apt 33,"Charlotte, NC",475,56852.32,5 years,False,Medium,https://picsum.photos/seed/house458/400/300
459,James Garcia,3278 Broadway Apt 22,"Columbus, OH",595,146537.42,Month-to-month,False,High,https://picsum.photos/seed/house459/400/300
460,Joseph Wilson,1017 2nd St Unit 19,"Boston, MA",1742,374591.67,3 years,False,Low,https://picsum.photos/seed/house460/400/300
461,John Rodriguez,610 Broadway,"Savannah, GA",2930,533132.55,2 years,False,High,https://picsum.photos/seed/house461/400/300
462,Matthew Johnson,4548 Lake St,"Orlando, FL",2301,647116.35,Lease (12 months),False,Low,https://picsum.photos/seed/house462/400/300
463,Barbara Johnson,3411 Pine Rd,"Columbus, OH",2426,721368.79,3 years,False,Medium,https://picsum.photos/seed/house463/400/300
464,Thomas Martinez,5463 Elm St Unit 17,"San Francisco, CA",1290,335267.47,Lease (12 months),True,Low,https://picsum.photos/seed/house464/400/300
465,Sandra Johnson,9836 Pine Rd,"Los Angeles, CA",2582,697294.86,1 month,False,High,https://picsum.photos/seed/house465/400/300
466,Daniel Miller,5357 Lincoln Dr Apt 13,"Atlanta, GA",1757,478843.47,2 years,True,Low,https://picsum.photos/seed/house466/400/300
467,Patricia Smith,9268 2nd St Unit 7,"Orlando, FL",2700,438610.27,2 years,False,Low,https://picsum.photos/seed/house467/400/300
468,Robert Martinez,5649 Hillcrest Dr,"Austin, TX",2378,704075.87,5 years,True,Low,https://picsum.photos/seed/house468/400/300
469,Richard Garcia,9866 Church St Apt 40,"Miami, FL",1261,328669.41,Lease (12 months),True,Featured,https://picsum.photos/seed/house469/400/300
470,Anthony Anderson,9402 Elm St,"Spokane, WA",1721,435031.23,Month-to-month,False,Low,https://picsum.photos/seed/house470/400/300
471,Linda Jones,4327 Highland Dr Unit 6,"Salt Lake City, UT",3174,539021.85,3 years,False,Medium,https://picsum.photos/seed/house471/400/300
472,Robert Thomas,1949 Highland Dr,"Springfield, IL",1877,427420.77,3 months,False,High,https://picsum.photos/seed/house472/400/300
473,Betty Brown,5439 Hillcrest Dr Unit 10,"Spokane, WA",2091,471967.96,1 year,False,Low,https://picsum.photos/seed/house473/400/300
474,Jessica Gonzalez,1182 Broadway Apt 14,"Columbus, OH",2233,494128.01,1 year,True,Medium,https://picsum.photos/seed/house474/400/300
475,Robert White,9507 5th Ave Unit 19,"Spokane, WA",1782,399328.71,6 months,False,Featured,https://picsum.photos/seed/house475/400/300
476,Robert Martin,1881 River Rd Unit 16,"Boston, MA",701,89027.31,1 month,True,Medium,https://picsum.photos/seed/house476/400/300
477,Joseph Moore,4875 River Rd Apt 40,"New York, NY",1292,320131.48,2 years,False,Medium,https://picsum.photos/seed/house477/400/300
478,Sandra Lopez,1562 Maple St Apt 40,"Minneapolis, MN",972,274314.27,Lease (12 months),True,Low,https://picsum.photos/seed/house478/400/300
479,Sarah Lopez,1897 Main St Apt 2,"Portland, OR",2867,519377.02,5 years,False,Low,https://picsum.photos/seed/house479/400/300
480,Sarah Miller,2941 5th Ave Unit 7,"Tampa, FL",1925,543228.83,6 months,True,Low,https://picsum.photos/seed/house480/400/300
481,Daniel Smith,2459 5th Ave,"San Francisco, CA",3080,860332.1,5 years,False,Low,https://picsum.photos/seed/house481/400/300
482,Thomas Wilson,9144 Church St,"San Diego, CA",2189,507953.27,1 year,False,Medium,https://picsum.photos/seed/house482/400/300
483,Susan Moore,9542 Highland Dr Unit 2,"Denver, CO",1959,231929.13,3 months,True,Medium,https://picsum.photos/seed/house483/400/300
484,Thomas Rodriguez,7717 2nd St Unit 17,"Houston, TX",1454,298690.98,3 months,False,Medium,https://picsum.photos/seed/house484/400/300
485,Betty Jackson,5219 Oak Ave,"Denver, CO",2309,484454.65,3 years,False,Low,https://picsum.photos/seed/house485/400/300
486,Betty Martinez,4838 Washington Ave Unit 20,"Springfield, IL",2758,421015.5,6 months,False,Low,https://picsum.photos/seed/house486/400/300
487,Elizabeth White,547 Main St,"Boulder, CO",764,218932.94,6 months,False,Low,https://picsum.photos/seed/house487/400/300
488,Margaret Rodriguez,332 Cedar Blvd Unit 6,"Nashville, TN",1069,260671.93,6 months,False,High,https://picsum.photos/seed/house488/400/300
489,Linda Thomas,3062 2nd St,"San Francisco, CA",2889,878669.35,Month-to-month,False,High,https://picsum.photos/seed/house489/400/300
490,Linda Perez,7311 Washington Ave Unit 19,"Detroit, MI",1863,191235.97,3 months,True,Low,https://picsum.photos/seed/house490/400/300
491,Richard Thomas,5037 5th Ave Apt 35,"Boston, MA",2047,405574.52,5 years,True,Low,https://picsum.photos/seed/house491/400/300
492,Betty Anderson,6358 Broadway,"Salt Lake City, UT",2626,635455.11,5 years,False,High,https://picsum.photos/seed/house492/400/300
493,Margaret Rodriguez,5588 Park Ave Apt 18,"Tucson, AZ",2842,521924.59,1 year,False,Medium,https://picsum.photos/seed/house493/400/300
494,Anthony Miller,8618 Broadway Unit 11,"Austin, TX",484,131382.9,3 months,False,Low,https://picsum.photos/seed/house494/400/300
495,Joseph Lopez,3694 Main St,"Austin, TX",2987,345764.69,1 year,False,Medium,https://picsum.photos/seed/house495/400/300
496,Matthew Brown,1515 Elm St,"Las Vegas, NV",904,226067.02,Month-to-month,False,High,https://picsum.photos/seed/house496/400/300
497,Daniel Anderson,4628 Lake St,"Charlotte, NC",753,112041.17,5 years,False,Featured,https://picsum.photos/seed/house497/400/300
498,William Rodriguez,3015 Church St,"Phoenix, AZ",2058,274524.96,6 months,False,High,https://picsum.photos/seed/house498/400/300
499,Michael Martin,1840 Church St,"Houston, TX",738,163411.95,Month-to-month,True,High,https://picsum.photos/seed/house499/400/300
500,John Lee,114 Oak Ave,"Portland, OR",1800,543004.47,Lease (12 months),False,High,https://picsum.photos/seed/house500/400/300
